Index_agg,Country or area,Country Code,ISO3 Alpha Code,ISO2 Alpha Code,City Code,Urban Agglomeration,Location type,Data,Sources,Statistical Concept,Note,Urban Population,Cluster
277,China,156,CHN,CN,23612,Enshi,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
278,China,156,CHN,CN,205656,Erduosi (Ordoss),Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimates for 1950 and 2013.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
279,China,156,CHN,CN,23613,Ezhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
280,China,156,CHN,CN,23880,Fangchenggang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
281,China,156,CHN,CN,23614,Feicheng,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
282,China,156,CHN,CN,23615,Fengcheng,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
283,China,156,CHN,CN,20506,Foshan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010; Estimate for 2015.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
284,China,156,CHN,CN,23617,Fuan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
285,China,156,CHN,CN,20507,Fujin,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
286,China,156,CHN,CN,23619,Fuqing,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
287,China,156,CHN,CN,20509,"Fushun, Liaoning",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1956, 1970 and 1982.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
288,China,156,CHN,CN,20510,Fuxin,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1982, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
289,China,156,CHN,CN,20511,Fuyang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Estimate for 1975.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
290,China,156,CHN,CN,20513,"Fuzhou, Fujian",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1982, 1990, 2000, 2010 and 2016; Estimate for 1951.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
291,China,156,CHN,CN,20514,"Fuzhou, Jiangxi",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1964, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
292,China,156,CHN,CN,20515,Ganzhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 2016.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
293,China,156,CHN,CN,23621,Gaoan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
294,China,156,CHN,CN,23623,Gaomi,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
295,China,156,CHN,CN,23625,Gaoping,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
296,China,156,CHN,CN,23627,Gaoyou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
297,China,156,CHN,CN,23862,Gaozhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",City Proper,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
298,China,156,CHN,CN,23628,Gongyi,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
299,China,156,CHN,CN,23629,Gongzhuling,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
300,China,156,CHN,CN,23630,Guang'an,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
301,China,156,CHN,CN,23632,Guangyuan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
302,China,156,CHN,CN,20517,"Guangzhou, Guangdong",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1982, 1990, 2000 and 2010; Estimates for 1950 and 2015.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
303,China,156,CHN,CN,23633,Guigang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
304,China,156,CHN,CN,20518,Guilin,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1982, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
305,China,156,CHN,CN,23634,Guiping,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1984; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
306,China,156,CHN,CN,20519,Guiyang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010; Estimates for 1951 and 1965; Register of 1956.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
307,China,156,CHN,CN,23637,Haerbin,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1982, 1990, 2000 and 2010; Estimate for 1950; Register of 1962, 1970 and 1975.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
308,China,156,CHN,CN,23638,Haicheng,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
309,China,156,CHN,CN,23639,Haikou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1990, 2000 and 2010; Estimate for 2016.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
310,China,156,CHN,CN,23641,Hailin,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",City Proper,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
311,China,156,CHN,CN,23643,Haimen,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
312,China,156,CHN,CN,23644,Haining,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 2012.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
313,China,156,CHN,CN,23645,Haiyang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
314,China,156,CHN,CN,20521,Hami,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
315,China,156,CHN,CN,23646,Hanchuan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
316,China,156,CHN,CN,20523,Handan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010; Estimate for 2015.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
317,China,156,CHN,CN,20524,Hangzhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1982, 1990, 2000 and 2010; Estimate for 2015; Register of 1960, 1962 and 1980.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
318,China,156,CHN,CN,20525,Hanzhong,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1953.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
319,China,156,CHN,CN,20527,Hebi,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
320,China,156,CHN,CN,20528,Hechi,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",City Proper,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
321,China,156,CHN,CN,20529,Hefei,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1982, 1990, 2000 and 2010; Register of 1966, 1970, 1975 and 1980; UN Estimate for 2015.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
322,China,156,CHN,CN,20530,Hegang,Non-Capital,Urban agglomerations and capital cities,Censuses of 2000 and 2010.,Urban Agglomeration,"For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
323,China,156,CHN,CN,23648,Hejian,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
324,China,156,CHN,CN,20532,Hengshui,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
325,China,156,CHN,CN,20533,Hengyang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
326,China,156,CHN,CN,23886,Heshan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
327,China,156,CHN,CN,20536,Heyuan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 2012.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
328,China,156,CHN,CN,20537,Heze,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1984; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
329,China,156,CHN,CN,23651,Hezhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
330,China,156,CHN,CN,20551,Hohhot,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010; Estimate for 1982; Register of 1964.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
331,China,156,CHN,CN,20543,Huai'an,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Estimate for 1953; Sample Survey of 2015.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
332,China,156,CHN,CN,20544,Huaibei,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1964, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
333,China,156,CHN,CN,20545,Huaihua,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1982, 1990, 2000 and 2010.",City Proper,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
334,China,156,CHN,CN,20546,Huainan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
335,China,156,CHN,CN,20549,Huangshan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
336,China,156,CHN,CN,20550,Huangshi,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1982, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
337,China,156,CHN,CN,23656,Huazhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",City Proper,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
338,China,156,CHN,CN,23657,Huixian,Non-Capital,Urban agglomerations and capital cities,Censuses of 2000 and 2010; Register of 1990; UN Estimate for 1950.,Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
339,China,156,CHN,CN,20553,Huizhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1964, 1990, 2000 and 2010; Estimate for 2015.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
340,China,156,CHN,CN,20575,Huludao,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Estimate for 1985.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
341,China,156,CHN,CN,20556,Huzhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010; Estimate for 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
342,China,156,CHN,CN,20557,Jiamusi,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010; Estimate for 1984.",City Proper,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
343,China,156,CHN,CN,20558,"Ji'an, Jiangxi",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010.",City Proper,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
344,China,156,CHN,CN,20560,Jiangmen,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010; UN Estimate for 2012.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
345,China,156,CHN,CN,23663,Jiangyin,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
346,China,156,CHN,CN,23667,Jianyang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
347,China,156,CHN,CN,23669,Jiaozhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
348,China,156,CHN,CN,20563,Jiaozuo,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010; Register of 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
