Index_agg,Country or area,Country Code,ISO3 Alpha Code,ISO2 Alpha Code,City Code,Urban Agglomeration,Location type,Data,Sources,Statistical Concept,Note,Urban Population,Cluster
232,China,156,CHN,CN,20471,Changchun,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1982, 1990, 2000 and 2010; Estimate for 1970; Register of 1965.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
233,China,156,CHN,CN,20472,Changde,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1982, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
234,China,156,CHN,CN,23586,Changge,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
235,China,156,CHN,CN,20473,Changji,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
236,China,156,CHN,CN,23588,Changning,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
237,China,156,CHN,CN,20474,Changsha,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1982, 1990, 2000 and 2010; Estimates for 2013 and 2016; Register of 1961, 1967, 1970 and 1975.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
238,China,156,CHN,CN,23865,Changshu,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",City Proper,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
239,China,156,CHN,CN,23589,Changyi,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
240,China,156,CHN,CN,20475,Changzhi,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
241,China,156,CHN,CN,20476,"Changzhou, Jiangsu",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1982, 1990, 2000 and 2010; Register of 1970 and 1975.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
242,China,156,CHN,CN,23590,Chaohu,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
243,China,156,CHN,CN,20477,Chaoyang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
244,China,156,CHN,CN,20478,Chaozhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1982, 1990, 2000 and 2010; UN Estimate for 2012.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
245,China,156,CHN,CN,20479,Chengde,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
246,China,156,CHN,CN,20480,Chengdu,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1982, 1990, 2000 and 2010; Estimates for 1959, 1970, 1975 and 1980; UN Estimate for 2015.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
247,China,156,CHN,CN,20481,Chenzhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
248,China,156,CHN,CN,20483,Chifeng,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1964, 1990, 2000 and 2010; Register of 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
249,China,156,CHN,CN,23868,Chizhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
250,China,156,CHN,CN,20484,Chongqing,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1990, 2000 and 2010; Register of 1959, 1968 and 1970.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
251,China,156,CHN,CN,20485,Chuxiong,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
252,China,156,CHN,CN,20486,Chuzhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
253,China,156,CHN,CN,23595,Cixi,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
254,China,156,CHN,CN,20488,Dali,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
255,China,156,CHN,CN,20489,Dalian,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1982, 1990, 2000 and 2010; Estimate for 1964.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
256,China,156,CHN,CN,20490,Dandong,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Estimate for 1975.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
257,China,156,CHN,CN,23864,Danyang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
